datetime,open,high,low,close,volume,turnover
2021-05-28,5761.57,5834.3,5702.73,5801.54,4161262,24141710254.01
2021-05-31,5879.43,5910.97,5797.34,5818.67,2149122,12505033238.59
2021-06-01,5765.67,5826.51,5734.51,5734.53,4544562,26060934375.49
2021-06-02,5705.83,5871.51,5626.83,5743.08,3822236,21951396478.9
2021-06-03,5776.59,5811.0,5723.13,5806.02,2256348,13100404196.67
2021-06-04,5987.97,6009.21,5977.65,5980.33,3430992,20518480083.27
2021-06-07,6086.63,6179.41,6078.59,6101.05,2160294,13180061965.94
2021-06-08,6375.51,6394.62,6366.69,6369.88,4289616,27324359116.96
2021-06-09,6291.65,6346.0,6219.64,6278.5,1948202,12231778905.2
2021-06-10,6387.17,6464.42,6333.63,6394.31,1915480,12248176671.43
2021-06-11,6453.56,6522.83,6409.71,6424.15,1632405,10486819789.21
2021-06-14,6766.48,6770.07,6629.8,6711.93,3665394,24601867708.0
2021-06-15,6618.94,6738.66,6522.11,6610.14,2167272,14325964911.38
2021-06-16,6507.16,6513.03,6439.15,6505.73,3166452,20600093304.51
2021-06-17,6490.79,6560.47,6348.15,6434.25,4839847,31140783616.09
2021-06-18,6164.68,6204.79,6151.66,6167.37,3014017,18588559061.45
2021-06-21,6117.63,6118.11,6104.59,6108.69,3867202,23623527340.0
2021-06-22,6004.85,6097.58,5916.52,6022.05,2521722,15185935474.22
2021-06-23,6019.43,6134.28,5992.19,6046.19,2441246,14760225997.72
2021-06-24,6089.6,6133.26,6020.32,6093.56,3538032,21559203254.7
2021-06-25,6374.06,6462.59,6321.73,6328.3,2244360,14202989428.06
2021-06-28,6436.23,6545.07,6409.55,6454.92,4308972,27814079834.52
2021-06-29,6429.64,6502.27,6344.19,6386.9,4770938,30471503647.41
2021-06-30,6249.71,6306.34,6219.74,6278.53,4268827,26801937689.69
2021-07-01,6311.69,6368.9,6271.34,6346.57,3344724,21227539095.12
2021-07-02,6140.0,6233.84,6120.93,6185.34,3928100,24296640451.89
2021-07-05,6469.09,6485.67,6370.04,6418.09,4709194,30224035314.52
2021-07-06,6520.0,6631.64,6477.49,6575.9,2504314,16468128708.13
2021-07-07,6533.48,6613.75,6459.31,6520.77,2332559,15210092239.03
2021-07-08,6331.0,6345.07,6273.66,6303.88,3146674,19836243987.94
2021-07-09,6497.43,6564.39,6438.24,6480.87,1207352,7824695177.96
2021-07-12,6500.16,6506.55,6469.09,6472.51,3714845,24044362771.51
2021-07-13,6644.53,6746.27,6629.52,6639.22,1589421,10552508846.93
2021-07-14,6475.65,6505.65,6346.18,6434.14,3750025,24128185578.24
2021-07-15,6396.68,6431.04,6318.1,6363.44,1955205,12441839112.08
2021-07-16,6394.67,6437.23,6326.05,6370.48,4299667,27390923779.94
2021-07-19,6350.64,6508.1,6328.44,6382.83,4837047,30874057729.15
2021-07-20,6282.22,6355.37,6252.66,6331.76,2176792,13782926371.26
2021-07-21,6438.49,6457.31,6386.86,6416.97,3278581,21038547232.91
2021-07-22,6306.63,6461.11,6212.42,6286.37,2371535,14908338436.24
2021-07-23,6242.85,6290.07,6240.4,6274.75,3298354,20696353301.71
2021-07-26,6291.89,6308.14,6289.57,6296.12,1619003,10193442413.81
2021-07-27,6328.95,6411.25,6244.47,6367.2,4659679,29669102393.38
2021-07-28,6484.54,6486.82,6392.5,6464.19,2990073,19328387533.49
2021-07-29,6388.89,6454.3,6309.48,6325.25,4746328,30021721204.63
2021-07-30,6169.58,6181.52,6100.51,6137.5,3498578,21472537119.39
2021-08-02,6356.2,6387.48,6215.17,6300.48,1739538,10959918510.52
2021-08-03,6331.09,6368.61,6270.42,6348.65,2684449,17042632074.59
2021-08-04,6271.47,6403.17,6220.81,6259.96,2652632,16605377854.61
2021-08-05,6489.02,6531.49,6460.05,6460.43,4438780,28676409359.67
2021-08-06,6520.38,6596.75,6445.64,6481.83,2566996,16638838081.66
2021-08-09,6635.87,6675.69,6625.69,6641.19,4015226,26665896672.5
2021-08-10,6690.47,6780.22,6607.38,6656.8,1851007,12321790289.2
2021-08-11,6920.99,6962.45,6832.51,6937.82,1279143,8874464420.47
2021-08-12,7174.03,7319.15,7105.69,7188.32,4363469,31366024690.99
2021-08-13,7176.68,7188.81,7131.03,7159.72,3371488,24138905531.26
2021-08-16,7362.78,7425.65,7275.69,7306.0,1243877,9087767685.15
2021-08-17,7424.77,7497.55,7180.79,7407.61,3233437,23952040990.85
2021-08-18,7625.96,7699.85,7583.91,7617.78,2858997,21779220516.48
2021-08-19,7517.31,7649.28,7360.75,7478.39,2857447,21369102616.16
2021-08-20,7650.26,7708.09,7572.8,7588.48,1825782,13854909162.12
2021-08-23,7785.35,7811.19,7694.71,7756.7,2264134,17562218533.07
2021-08-24,7508.17,7508.28,7415.73,7491.62,2154262,16138914045.1
2021-08-25,7376.44,7442.49,7275.58,7321.82,1719778,12591908319.83
2021-08-26,7009.32,7075.28,6948.6,7030.53,4554104,32017746029.02
2021-08-27,7055.94,7140.08,6991.27,6999.67,4739357,33173958570.33
2021-08-30,7094.54,7168.52,6951.57,7107.13,2560336,18196630290.84
2021-08-31,7281.93,7342.87,7227.57,7327.78,4102641,30063258204.41
2021-09-01,7302.12,7368.11,7252.58,7345.97,1002775,7366353689.71
2021-09-02,7591.14,7721.83,7556.01,7592.59,2896807,21994267192.29
2021-09-03,7410.69,7500.94,7357.45,7390.61,1777635,13137809629.32
2021-09-06,7185.18,7217.96,7133.26,7146.22,3345060,23904539123.47
2021-09-07,7175.83,7283.51,7139.99,7145.43,2213705,15817870639.79
2021-09-08,7163.59,7291.48,7162.3,7207.46,1907179,13745916547.38
2021-09-09,7206.51,7338.02,7200.7,7209.95,4433438,31964886874.58
2021-09-10,6890.22,7025.99,6838.6,6919.04,3873524,26801072603.76
2021-09-13,6872.63,7074.16,6835.4,6913.63,1945522,13450615091.7
2021-09-14,6795.48,6807.3,6670.13,6740.17,3198559,21558828694.18
2021-09-15,6827.65,6894.97,6824.31,6837.18,2849039,19479402280.91
2021-09-16,6845.71,6945.64,6711.78,6894.15,3214949,22164342629.38
2021-09-17,6757.08,6841.59,6738.63,6771.45,1464310,9915503868.7
2021-09-20,6744.0,6792.14,6595.24,6708.63,1768223,11862354334.38
2021-09-21,6565.22,6592.93,6440.21,6573.22,2574745,16924369083.37
2021-09-22,6624.98,6642.45,6505.66,6571.55,3185211,20931788024.2
2021-09-23,6633.38,6761.57,6574.19,6703.66,3426277,22968601421.77
2021-09-24,6591.43,6605.72,6563.09,6578.21,4200450,27631424327.04
2021-09-27,6630.88,6686.96,6594.53,6651.1,2571836,17105534267.99
2021-09-28,6614.66,6717.91,6453.16,6587.21,1325437,8730936595.67
2021-09-29,6477.99,6553.98,6443.5,6489.34,1443066,9364552168.19
2021-09-30,6520.68,6601.42,6425.1,6481.94,1120062,7260177524.57
2021-10-01,6432.99,6578.84,6259.29,6354.22,2850924,18115389338.77
2021-10-04,6306.81,6325.49,6266.61,6290.21,2614099,16443234072.78
2021-10-05,6105.26,6183.17,6081.72,6145.8,2230796,13710032833.49
2021-10-06,6340.21,6395.43,6282.53,6393.45,4512305,28849174357.99
2021-10-07,6426.8,6438.47,6376.83,6404.35,3473188,22243503480.24
2021-10-08,6364.27,6465.53,6308.12,6321.13,1838927,11624089842.87
2021-10-11,6398.09,6436.95,6234.57,6354.5,3584588,22778262000.34
2021-10-12,6350.37,6383.79,6258.47,6346.58,2737821,17375794654.52
2021-10-13,6388.87,6406.89,6247.83,6324.88,1475278,9330951313.39
2021-10-14,6429.83,6431.2,6352.06,6408.89,2284574,14641588162.48
2021-10-15,6522.33,6581.66,6465.31,6512.4,3787976,24668802220.6
2021-10-18,6435.18,6468.35,6416.69,6449.81,3394850,21896145526.98
2021-10-19,6357.18,6426.23,6329.95,6381.98,4951852,31602639199.05
2021-10-20,6288.23,6369.09,6232.05,6353.26,4334215,27536387272.15
2021-10-21,6073.94,6103.43,5991.05,6067.12,4597170,27891570696.34
2021-10-22,5902.95,5934.55,5868.22,5889.33,2333520,13742864214.0
2021-10-25,6064.65,6151.22,6043.98,6056.22,3565687,21594572596.4
2021-10-26,6268.25,6308.36,6251.11,6261.52,3580388,22418665244.76
2021-10-27,6223.12,6334.17,6207.76,6236.59,3635122,22670776480.09
2021-10-28,6299.95,6327.04,6295.91,6314.74,3382962,21362541130.83
2021-10-29,6398.8,6507.76,6290.7,6360.37,4146779,26375043281.96
2021-11-01,6776.84,6799.29,6722.34,6758.39,1519385,10268589388.62
2021-11-02,6907.76,6961.37,6773.57,6916.47,1226256,8481367927.48
2021-11-03,6888.98,6966.19,6787.53,6905.7,4655149,32147043138.08
2021-11-04,6758.11,6840.41,6729.15,6780.63,4871515,33031931568.52
2021-11-05,6542.6,6623.44,6460.73,6569.55,3522919,23144008161.05
2021-11-08,6613.71,6615.55,6597.88,6602.86,2068965,13661080661.76
2021-11-09,6532.4,6553.57,6434.87,6509.58,1350679,8792351168.36
2021-11-10,6310.52,6457.22,6293.85,6330.92,3489703,22093040188.83
2021-11-11,6278.07,6332.39,6244.96,6255.39,1107524,6927989719.41
2021-11-12,6120.34,6216.92,6096.16,6126.33,2390254,14643487233.5
2021-11-15,6357.41,6416.68,6324.18,6339.18,1236371,7837574751.32
2021-11-16,6431.28,6522.65,6390.87,6457.29,3598133,23234201572.7
2021-11-17,6452.33,6495.18,6420.53,6462.72,2334649,15088185973.35
2021-11-18,6694.39,6713.88,6632.76,6660.47,3000892,19987361399.39
2021-11-19,6691.16,6812.98,6659.41,6677.44,3714766,24805127389.53
2021-11-22,6594.57,6685.06,6450.49,6569.09,3746437,24610697007.95
2021-11-23,6822.32,6841.24,6727.32,6775.77,3483502,23603422458.28
2021-11-24,6857.06,6874.65,6725.57,6855.58,4010087,27491474155.76
2021-11-25,6727.6,6838.94,6655.7,6720.22,1295920,8708864352.8
2021-11-26,6695.3,6721.9,6679.14,6701.36,3000564,20107845886.26
2021-11-29,6596.25,6664.07,6584.3,6590.7,1427244,9406537334.96
2021-11-30,6369.32,6443.42,6357.18,6415.02,3089319,19818038672.39
2021-12-01,6548.97,6553.68,6526.38,6540.26,1280539,8375061182.38
2021-12-02,6811.34,6833.32,6750.51,6796.56,4044287,27487257322.63
2021-12-03,6639.39,6643.77,6583.45,6613.25,4603950,30447081264.14
2021-12-06,6695.11,6726.41,6622.26,6694.33,2228265,14916733079.26
2021-12-07,6621.23,6692.91,6582.75,6613.91,2647824,17512465372.44
2021-12-08,6540.08,6583.63,6534.8,6556.09,4274380,28023203930.24
2021-12-09,6464.5,6489.39,6409.46,6484.97,3949709,25613731021.92
2021-12-10,6383.63,6436.97,6360.14,6379.39,2290894,14614512139.68
2021-12-13,6383.47,6418.26,6309.81,6391.96,1599792,10225810828.48
2021-12-14,6264.76,6333.63,6255.86,6292.13,1513953,9525984006.49
2021-12-15,6308.43,6334.15,6276.01,6332.45,3240019,20517270437.21
2021-12-16,6356.64,6435.54,6235.17,6332.42,2578232,16326457123.32
2021-12-17,6342.9,6364.63,6297.74,6308.49,3898303,24592419538.9
2021-12-20,6202.65,6302.52,6136.32,6200.29,1149395,7126587963.13
2021-12-21,6176.25,6311.22,6064.8,6134.97,3732463,22898556569.88
2021-12-22,6230.17,6252.02,6173.32,6233.79,2492017,15534718650.34
2021-12-23,6298.03,6320.67,6248.67,6302.48,1371852,8646068812.17
2021-12-24,6257.72,6380.08,6129.68,6185.56,4848189,29988770402.53
2021-12-27,6182.06,6227.43,6160.45,6204.04,1660187,10299858940.9
2021-12-28,6306.59,6402.28,6269.37,6303.47,2339527,14747143160.66
2021-12-29,6107.89,6215.08,6098.19,6099.31,1473288,8986046971.98
2021-12-30,6199.29,6230.08,6168.59,6171.7,4051622,25005380849.45
2021-12-31,6076.6,6179.62,5989.73,6096.08,4723234,28793202063.41
2022-01-03,6163.35,6208.76,6091.47,6171.74,1171389,7229510904.68
2022-01-04,6019.34,6097.94,6004.38,6083.7,2105797,12811039632.87
2022-01-05,5877.64,5899.51,5703.26,5870.18,3060046,17963013441.25
2022-01-06,5685.55,5819.17,5533.5,5684.97,4655396,26465779618.66
2022-01-07,5692.02,5707.68,5683.3,5696.12,2559657,14580115216.0
2022-01-10,5759.8,5765.24,5707.36,5731.41,4572520,26206964139.09
2022-01-11,5646.2,5666.84,5620.03,5633.48,3442432,19392859225.38
2022-01-12,5747.8,5825.2,5683.97,5711.06,2303306,13154318135.28
2022-01-13,5568.03,5581.49,5397.78,5526.99,4356922,24080664239.14
2022-01-14,5487.46,5596.66,5456.05,5525.21,3473006,19189096242.35
2022-01-17,5419.92,5420.26,5372.4,5396.92,1756079,9477409619.08
2022-01-18,5341.01,5415.28,5317.55,5331.95,3575849,19066262835.83
2022-01-19,5337.15,5382.72,5281.18,5342.34,4907297,26216452159.92
2022-01-20,5299.25,5301.33,5252.46,5255.75,1312916,6900358986.09
2022-01-21,5210.83,5247.07,5179.88,5220.58,2414474,12604963700.25
2022-01-24,5328.04,5339.31,5326.67,5330.87,3290146,17539350606.62
2022-01-25,5276.61,5298.33,5269.99,5274.7,2982539,15731990010.85
2022-01-26,5367.12,5419.57,5261.58,5368.13,2709813,14546634745.07
2022-01-27,5206.68,5270.12,5153.6,5252.21,4964166,26072852901.63
2022-01-28,5337.94,5340.05,5254.39,5313.12,1479806,7862382748.29
2022-01-31,5468.9,5504.6,5445.26,5471.61,3945276,21587030566.04
2022-02-01,5218.85,5277.91,5161.93,5206.61,3908679,20350962031.08
2022-02-02,5077.92,5160.12,5043.52,5128.83,3201580,16420368705.45
2022-02-03,5173.03,5212.02,5146.16,5193.16,2790146,14489662943.71
2022-02-04,5227.41,5235.57,5101.8,5177.26,3493460,18086550898.11
2022-02-07,5227.94,5259.75,5183.57,5220.87,3489331,18217335460.92
2022-02-08,5206.54,5224.33,5109.09,5163.02,3429151,17704782116.14
2022-02-09,5132.17,5197.31,5124.06,5177.13,3117475,16139561935.64
2022-02-10,5120.31,5214.1,5088.39,5166.18,2918837,15079249742.54
2022-02-11,5311.72,5339.52,5274.78,5292.01,1782259,9431732418.21
2022-02-14,5304.62,5343.76,5288.43,5324.23,1506995,8023587905.45
2022-02-15,5344.02,5417.83,5316.46,5365.5,2033224,10909270810.88
2022-02-16,5301.26,5332.54,5294.45,5326.67,1528036,8139344459.78
2022-02-17,5270.18,5293.03,5114.55,5280.05,1397891,7380935675.5
2022-02-18,5263.05,5359.34,5218.19,5239.65,4798196,25140879169.51
2022-02-21,5305.06,5324.52,5207.05,5286.23,1656521,8756747512.22
2022-02-22,5198.84,5288.17,5139.33,5247.01,2531181,13281121187.39
2022-02-23,5288.2,5291.19,5262.44,5282.66,3653271,19298994912.57
2022-02-24,5513.34,5583.85,5454.77,5507.22,4070569,22417507620.74
2022-02-25,5589.69,5634.49,5516.51,5608.67,4849987,27201995399.14
2022-02-28,5565.07,5627.62,5514.9,5577.71,3624449,20216130358.31
2022-03-01,5765.56,5804.97,5714.12,5717.29,3479840,19895252907.26
2022-03-02,5715.24,5754.98,5660.24,5676.35,4494355,25511510204.52
2022-03-03,5423.72,5486.46,5405.15,5450.64,4502415,24541041171.77
2022-03-04,5338.55,5459.26,5327.39,5346.2,3118219,16670609526.88
2022-03-07,5165.25,5169.33,5135.87,5151.51,1502264,7738927509.55
2022-03-08,5093.03,5218.32,5027.81,5120.44,1144282,5859232666.27
2022-03-09,5132.31,5192.2,5101.33,5127.45,2817793,14448096434.79
2022-03-10,5347.52,5451.86,5263.49,5304.5,1142157,6058566991.83
2022-03-11,5344.5,5364.61,5327.85,5344.48,2275029,12158856039.72
2022-03-14,5338.16,5377.3,5314.21,5326.41,3435919,18301109460.7
2022-03-15,5369.74,5467.44,5343.04,5420.09,1979091,10726852031.71
2022-03-16,5182.82,5198.92,5149.0,5185.82,4861607,25211415787.53
2022-03-17,5185.77,5223.94,5131.22,5215.44,3051789,15916429404.45
2022-03-18,5277.09,5363.23,5241.97,5301.07,2265197,12007958321.67
2022-03-21,5199.59,5239.11,5134.82,5149.61,3834803,19747721451.96
2022-03-22,5237.01,5321.2,5203.68,5272.55,1957726,10322212989.95
2022-03-23,5304.82,5344.55,5203.8,5313.52,4249261,22578532413.85
2022-03-24,5275.36,5291.21,5242.61,5274.7,1409925,7436932099.95
2022-03-25,5420.67,5444.73,5282.84,5346.73,2083329,11138997445.85
2022-03-28,5551.21,5679.01,5532.88,5594.89,2998547,16776547380.0
2022-03-29,5614.89,5665.56,5604.57,5620.84,2640975,14844491546.58
2022-03-30,5638.48,5711.73,5592.37,5654.36,3715548,21009055563.17
2022-03-31,5562.29,5623.29,5503.49,5608.07,2365103,13263660999.86
2022-04-01,5527.7,5579.54,5506.4,5518.36,1269515,7005637530.45
2022-04-04,5586.72,5704.11,5560.4,5615.52,2652390,14894542679.42
2022-04-05,5524.98,5584.84,5483.82,5524.99,1500364,8289490131.06
2022-04-06,5578.28,5641.02,5497.97,5538.42,4818971,26689480832.76
2022-04-07,5548.32,5604.62,5471.2,5491.05,3361331,18457230322.87
2022-04-08,5560.7,5629.59,5400.18,5549.14,1154226,6404963062.23
2022-04-11,5663.15,5699.52,5544.01,5591.72,2659090,14868889696.92
2022-04-12,5715.78,5758.69,5710.79,5713.35,2033994,11620910498.11
2022-04-13,5692.02,5719.07,5660.64,5660.78,4581375,25934159925.05
2022-04-14,5619.28,5724.54,5528.88,5635.89,3602352,20302450918.01
2022-04-15,5554.33,5567.59,5512.11,5531.2,4133301,22862112128.19
2022-04-18,5522.88,5578.7,5446.48,5487.58,2669771,14650584974.92
2022-04-19,5554.02,5567.5,5477.67,5534.48,4686005,25934591850.77
2022-04-20,5658.39,5693.86,5613.32,5623.8,2390598,13444252858.1
2022-04-21,5463.37,5590.82,5451.46,5525.71,3455918,19096385270.97
2022-04-22,5599.79,5687.36,5570.59,5627.33,4898908,27567796352.93
2022-04-25,5787.81,5911.01,5759.03,5785.53,3916624,22659764771.65
2022-04-26,5810.56,5857.15,5808.79,5839.16,1801125,10517055718.49
2022-04-27,6112.19,6180.51,5943.33,6064.18,4862949,29489781581.9
2022-04-28,5953.11,6112.35,5882.05,5976.39,1101894,6585351477.56
2022-04-29,5845.28,5852.94,5829.08,5833.6,2048966,11952844741.84
2022-05-02,5598.25,5688.04,5594.62,5631.91,1022490,5758566736.5
2022-05-03,5781.86,5827.04,5717.23,5806.05,4555971,26452189448.98
2022-05-04,5877.28,6015.32,5807.31,5887.84,4518920,26606679353.15
2022-05-05,5862.0,5947.7,5745.42,5887.18,4401549,25912723043.7
2022-05-06,5935.93,5951.95,5908.89,5926.03,4605916,27294816627.03
2022-05-09,5796.42,5802.95,5682.09,5798.57,3307600,19179339188.07
2022-05-10,6045.81,6209.23,6030.06,6088.0,1810927,11024927881.03
2022-05-11,6146.56,6166.05,6107.02,6109.82,1903275,11628675952.86
2022-05-12,6103.83,6143.46,6062.02,6129.3,2424473,14860326822.01
2022-05-13,6230.48,6236.64,6197.26,6224.4,3435678,21385034132.12
2022-05-16,6210.86,6323.75,6131.27,6290.5,1216486,7652310382.24
2022-05-17,6306.31,6378.36,6295.27,6324.96,2726131,17242674018.3
2022-05-18,6197.96,6245.03,6181.56,6231.29,2490641,15519911826.02
2022-05-19,6255.59,6329.79,6217.59,6296.28,1751993,11031039589.72
2022-05-20,6537.05,6629.43,6519.46,6539.57,4435715,29007677606.13
2022-05-23,6760.45,6798.26,6636.77,6722.08,3574469,24027870133.63
2022-05-24,6950.39,7119.57,6838.14,6942.99,4845204,33640220688.87
2022-05-25,6896.91,6903.67,6722.63,6878.95,4268827,29365044575.64
2022-05-26,6779.68,6780.7,6727.08,6749.68,3204601,21630029477.26
2022-05-27,6786.64,6824.25,6635.37,6739.45,3174758,21396118643.69
2022-05-30,6758.17,6855.0,6656.26,6753.7,3672762,24804729936.48
2022-05-31,6894.86,6936.82,6861.93,6908.25,2584645,17855373175.37
2022-06-01,6639.39,6750.15,6617.24,6681.32,2146204,14339472774.89
2022-06-02,6810.49,6915.73,6797.02,6892.39,4495811,30986874741.44
2022-06-03,6884.0,6956.67,6688.32,6877.5,2895618,19914611535.49
2022-06-06,6831.01,6900.92,6813.7,6825.66,1276452,8712626818.55
2022-06-07,6649.58,6825.62,6612.05,6694.32,2492175,16683416044.51
2022-06-08,6463.64,6532.65,6357.79,6479.45,4083128,26456428486.94
2022-06-09,6596.55,6607.03,6568.39,6592.6,2162180,14254397577.84
2022-06-10,6641.18,6781.02,6532.63,6608.86,3716826,24563998372.47
2022-06-13,6489.64,6520.19,6351.51,6444.97,3702303,23861230129.12
2022-06-14,6287.95,6319.85,6226.92,6284.48,3443869,21642924689.91
2022-06-15,6284.0,6364.79,6246.23,6248.56,1831635,11445080279.1
2022-06-16,6479.42,6514.11,6430.33,6463.39,3063729,19802068228.32
2022-06-17,6498.57,6571.06,6393.46,6436.29,3268108,21034504768.53
2022-06-20,6221.19,6331.24,6189.92,6249.24,3339189,20867383946.79
2022-06-21,6213.93,6229.59,6104.67,6224.77,4584704,28538738245.5
2022-06-22,6207.05,6210.84,6166.04,6197.04,1894801,11742165514.32
2022-06-23,5853.33,5904.47,5805.0,5868.99,1501691,8813404526.31
2022-06-24,5903.72,5920.43,5848.55,5868.48,1201904,7053352690.31
2022-06-27,5855.49,5887.73,5725.76,5847.25,2699660,15785577108.54
2022-06-28,5968.3,6085.89,5924.68,5934.51,2569186,15246863629.16
2022-06-29,6142.96,6221.56,6125.53,6159.9,3291947,20278060840.25
2022-06-30,6320.88,6423.95,6239.25,6304.85,4788264,30189283287.45
2022-07-01,6271.47,6313.77,6197.85,6277.25,2175615,13656875278.38
2022-07-04,6172.86,6238.16,6104.54,6144.61,2052305,12610606979.38
2022-07-05,6471.28,6547.66,6449.95,6467.0,1258360,8137810277.58
2022-07-06,6461.15,6546.17,6426.47,6481.12,2594502,16815287239.75
2022-07-07,6512.65,6534.19,6395.25,6489.41,2804933,18202360047.7
2022-07-08,6531.21,6584.76,6408.41,6492.77,3060583,19871655923.25
2022-07-11,6512.78,6542.09,6353.77,6524.98,2587542,16883668388.86
2022-07-12,6531.86,6548.93,6502.04,6512.67,1575425,10260222059.3
2022-07-13,6432.56,6563.04,6430.48,6444.46,2002021,12901945390.13
2022-07-14,6371.77,6419.43,6328.98,6380.42,3823698,24396802292.54
2022-07-15,6386.23,6440.67,6247.27,6382.62,1596860,10192153189.57
2022-07-18,6308.17,6354.49,6223.4,6319.63,2634224,16647333571.89
2022-07-19,6262.38,6276.72,6168.86,6235.86,1143704,7131973337.36
2022-07-20,6287.26,6380.11,6227.71,6255.37,4546293,28438724058.37
2022-07-21,6267.76,6276.8,6178.22,6229.72,1520082,9469687182.97
2022-07-22,6411.02,6449.25,6378.65,6423.34,2925464,18791250350.88
2022-07-25,6127.98,6258.19,6008.13,6089.2,4085945,24880143927.7
2022-07-26,6245.67,6296.28,6181.65,6228.22,4662097,29036561960.9
2022-07-27,6419.97,6466.13,6289.79,6389.67,2471816,15794076761.34
2022-07-28,6082.38,6221.84,6057.26,6131.09,3431129,21036559019.51
2022-07-29,6119.13,6260.09,6005.02,6095.2,4942033,30122677729.3
2022-08-01,6057.87,6062.4,6031.94,6056.01,4407938,26694537361.35
2022-08-02,5882.29,5907.89,5855.77,5891.59,4970658,29285091355.68
2022-08-03,5794.43,5884.96,5753.93,5805.83,2073224,12036791291.15
2022-08-04,5675.76,5727.0,5614.35,5682.68,3260791,18530038293.74
2022-08-05,5892.75,5930.3,5796.83,5887.52,3345156,19694661437.28
2022-08-08,5961.74,6049.21,5898.88,6003.58,4415473,26508647800.39
2022-08-09,6149.89,6171.78,6031.43,6162.26,3256246,20065840318.62
2022-08-10,6224.58,6381.15,6221.66,6257.37,4043921,25304296602.23
2022-08-11,6102.52,6184.56,6026.6,6122.33,3606546,22080451238.4
2022-08-12,6114.69,6164.92,6061.46,6064.22,3380159,20498037579.02
2022-08-15,6122.41,6175.26,6096.6,6129.64,2808566,17215500296.6
2022-08-16,5993.93,6018.07,5931.4,5985.95,4005958,23979449051.22
2022-08-17,6069.17,6105.44,6047.36,6077.29,1107792,6732374957.39
2022-08-18,6129.95,6177.94,6028.06,6054.16,4374234,26482305026.02
2022-08-19,5993.76,6067.92,5968.02,6014.83,1263606,7600372694.93
2022-08-22,6133.33,6269.53,6105.83,6106.37,4456537,27213258592.75
2022-08-23,6142.01,6232.1,6141.13,6166.73,2163951,13344505670.23
2022-08-24,6124.39,6201.47,6047.36,6128.38,4644637,28464095873.9
2022-08-25,6306.33,6350.75,6228.89,6276.6,2515509,15788852925.56
2022-08-26,6152.64,6186.69,6124.59,6147.17,4821301,29637367067.15
2022-08-29,6253.78,6280.41,6195.46,6229.04,2310624,14392979791.03
2022-08-30,6340.03,6378.26,6255.5,6309.16,2595368,16374598871.32
2022-08-31,6269.21,6397.88,6221.23,6276.41,3393455,21298722513.8
2022-09-01,6247.82,6385.49,6159.93,6323.63,2603344,16462577873.9
2022-09-02,6147.62,6197.87,6052.18,6171.72,4919345,30360818272.79
2022-09-05,6320.19,6387.51,6200.55,6291.95,1220935,7682059651.8
2022-09-06,6305.2,6396.65,6271.2,6274.97,2533183,15895652785.5
2022-09-07,6226.45,6227.94,6199.23,6215.65,1828416,11364786008.0
2022-09-08,6311.4,6359.13,6302.46,6352.27,1278518,8121487338.36
2022-09-09,6229.66,6472.45,6085.88,6269.14,3904613,24478547597.07
2022-09-12,6094.2,6137.78,5934.58,6098.81,1147032,6995527763.28
2022-09-13,5873.72,6006.92,5771.17,5915.04,2362516,13974364854.66
2022-09-14,6029.84,6050.88,5942.15,5992.64,3159439,18933385103.38
2022-09-15,5856.95,5907.21,5796.76,5845.17,1770644,10349716976.29
2022-09-16,6093.09,6141.6,6004.16,6056.16,4497028,27234710397.33
2022-09-19,5796.45,5823.31,5760.52,5810.04,1194152,6938075574.7
2022-09-20,5989.02,6172.22,5947.37,6012.98,1614101,9705562988.02
2022-09-21,6131.54,6175.36,6012.87,6044.37,2058213,12440608250.58
2022-09-22,6056.69,6078.98,5982.94,6038.73,3081280,18607007301.21
2022-09-23,6001.9,6003.93,5916.66,5978.95,1855121,11091681111.86
2022-09-26,6036.51,6049.98,5973.81,6032.66,2527222,15245871548.85
2022-09-27,6057.54,6133.44,6007.11,6034.15,2821644,17026229073.81
2022-09-28,6200.19,6269.33,6161.05,6173.34,4103377,25331525290.32
2022-09-29,6198.76,6211.92,6100.45,6193.61,3402114,21071376582.49
2022-09-30,6200.23,6280.96,6094.86,6218.42,2175033,13525278629.78
2022-10-03,6194.28,6208.27,6178.33,6179.42,1466995,9065179833.22
2022-10-04,6165.73,6218.56,6095.5,6178.56,3946478,24383561709.52
2022-10-05,6226.2,6314.68,6190.6,6222.78,3190002,19850670113.94
2022-10-06,5975.88,6025.77,5935.39,6016.16,2253179,13555484369.44
2022-10-07,5856.71,5967.26,5784.76,5859.96,4886613,28635345682.2
2022-10-10,5960.78,6061.62,5925.78,5952.93,4828113,28741407247.22
2022-10-11,6008.08,6071.54,5915.93,5979.22,1381325,8259250960.37
2022-10-12,5990.3,6017.82,5949.3,5963.2,2738614,16330906336.33
2022-10-13,5984.64,5995.48,5893.54,5971.36,4041188,24131400187.1
2022-10-14,6016.07,6096.54,5977.75,6018.85,3654074,21993305082.42
2022-10-17,5972.39,6066.15,5955.8,5959.89,1967241,11724538514.87
2022-10-18,5863.05,5873.18,5857.94,5873.08,3088097,18136631320.43
2022-10-19,5975.42,6058.39,5807.51,5901.95,3619981,21364962484.58
2022-10-20,5854.25,5928.23,5738.26,5792.37,4916880,28480388407.04
2022-10-21,5863.4,5948.18,5844.5,5845.46,1908063,11153501043.38
2022-10-24,5701.65,5755.81,5638.49,5652.26,1686290,9531341572.0
